"id","output_set_id","input_id","data"
"725","4","247","{""data"": [[1001.4144997173544, 246.55141579731745]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"726","4","248","{""data"": [[65.17241379310344, 273.75545851528386]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"727","4","248","{""data"": [[901.551724137931, 349.2139737991267]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"728","4","248","{""data"": [[1708.448275862069, 243.8864628820961]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"729","4","249","{""data"": [[18.353653836271143, 121.3859910581222]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"730","4","249","{""data"": [[366.5492188704456, 232.7123695976155]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"731","4","249","{""data"": [[674.3646898607327, 124.06855439642324]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"732","4","250","{""data"": [[29.712068965517236, 10.260698689956342]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"733","4","250","{""data"": [[467.5741379310345, 139.37947598253277]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"734","4","250","{""data"": [[869.4689655172413, 19.76637554585153]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"735","4","251","{""data"": [[51.206896551724135, 261.17903930131007]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"736","4","251","{""data"": [[887.5862068965519, 324.0611353711791]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"737","4","251","{""data"": [[1755.0000000000002, 273.75545851528386]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"738","4","252","{""data"": [[0.9051724137931036, 149.4890829694323]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"739","4","252","{""data"": [[486.0775862068966, 262.28384279475983]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"740","4","252","{""data"": [[1039.1379310344828, 154.07423580786025]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"741","4","253","{""data"": [[38.81489927539957, 120.6214605067064]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"742","4","253","{""data"": [[417.789069325248, 183.6915052160954]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"743","4","253","{""data"": [[740.7342039673159, 119.0447093889717]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"744","4","254","{""data"": [[103.7892813094198, 158.04769001490314]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"745","4","254","{""data"": [[530.2001323295134, 386.6900149031297]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"746","4","254","{""data"": [[933.7304010997484, 124.33084947839048]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"747","4","255","{""data"": [[75.29164451694967, 91.77540832599789]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"748","4","255","{""data"": [[482.4568965517242, 140.382096069869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"749","4","255","{""data"": [[987.543103448276, 56.01528384279473]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"750","4","256","{""data"": [[52.50000000000001, 39.72707423580786]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"751","4","256","{""data"": [[560.301724137931, 263.48253275109175]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"752","4","256","{""data"": [[942.2844827586208, 27.8056768558952]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"753","4","257","{""data"": [[15.508620689655167, 6.673799126637551]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"754","4","257","{""data"": [[153.5353448275862, 76.25458515283842]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"755","4","257","{""data"": [[243.928448275862, 21.487772925764187]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"756","4","258","{""data"": [[33.13956267022968, 256.02086438152014]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"757","4","258","{""data"": [[517.6036024461688, 450.84649776453057]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"758","4","258","{""data"": [[1004.533108073385, 252.27421758569295]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"759","4","259","{""data"": [[105, 89.73799126637554]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"760","4","259","{""data"": [[462.5431034482759, 215.37117903930135]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"761","4","259","{""data"": [[1013.793103448276, 102.57641921397378]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"762","4","260","{""data"": [[141.94074721208693, 284.79880774962743]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"763","4","260","{""data"": [[510.5837915617452, 345.30551415797316]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"764","4","260","{""data"": [[998.675420114086, 293.1445603576751]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"765","4","261","{""data"": [[24.439655172413797, 205.1855895196507]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"766","4","261","{""data"": [[572.0689655172414, 264.792576419214]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"767","4","261","{""data"": [[991.1637931034484, 162.08515283842797]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"768","4","262","{""data"": [[1.810344827586207, 62.22707423580785]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"769","4","262","{""data"": [[529.5258620689656, 211.70305676855895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"770","4","262","{""data"": [[1001.1206896551724, 61.31004366812225]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"771","4","263","{""data"": [[95.94827586206898, 110.4890829694323]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"772","4","263","{""data"": [[525.9051724137931, 207.69432314410483]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"773","4","263","{""data"": [[964.0086206896552, 177.43231441048036]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"774","4","264","{""data"": [[53.38403823423609, 167.95827123695975]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"775","4","264","{""data"": [[606.3486047587234, 383.9046199701937]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"776","4","264","{""data"": [[964.6943573667712, 154.39642324888226]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"777","4","265","{""data"": [[17.198275862068964, 18.06331877729255]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"778","4","265","{""data"": [[530.4310344827586, 172.1244541484716]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"779","4","265","{""data"": [[1017.4137931034484, 21.731441048034895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"780","4","266","{""data"": [[59.41530911146516, 178.83755588673623]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"781","4","266","{""data"": [[525.0000000000001, 287.2578241430701]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"782","4","266","{""data"": [[950.8665655994656, 167.66020864381522]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"783","4","267","{""data"": [[108.6206896551724, 102.63755458515284]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"784","4","267","{""data"": [[575.6896551724138, 192.5065502183406]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"785","4","267","{""data"": [[816.4655172413793, 68.70742358078601]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"786","4","269","{""data"": [[9.61551724137931, 162.1973799126637]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"787","4","269","{""data"": [[437.87586206896555, 266.3563318777293]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"788","4","269","{""data"": [[801.7862068965517, 169.69082969432313]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"789","4","270","{""data"": [[54.310344827586206, 77.38864628820963]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"790","4","270","{""data"": [[519.5689655172414, 255.29257641921404]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"791","4","270","{""data"": [[984.8275862068969, 75.55458515283846]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"792","4","271","{""data"": [[28.06034482758621, 14.921397379912634]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"793","4","271","{""data"": [[518.6637931034484, 135.05240174672488]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"794","4","271","{""data"": [[1014.698275862069, 14.004366812227062]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"795","4","272","{""data"": [[51.45172413793103, 63.3410480349345]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"796","4","272","{""data"": [[307.5137931034483, 142.7419213973799]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"797","4","272","{""data"": [[685.6241379310345, 42.733187772925774]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"798","4","273","{""data"": [[11.767241379310343, 12.14628820960695]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"799","4","273","{""data"": [[544.0086206896552, 124.94104803493448]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"800","4","273","{""data"": [[1015.603448275862, 4.810043668122233]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"801","4","274","{""data"": [[44.35344827586207, 14.633187772925709]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"802","4","274","{""data"": [[537.6724137931036, 245.7248908296943]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"803","4","274","{""data"": [[953.146551724138, 24.720524017467213]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"804","4","275","{""data"": [[50.182758620689654, 11.903930131004373]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"805","4","275","{""data"": [[408.3051724137931, 219.8864628820961]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"806","4","275","{""data"": [[862.9913793103448, 77.37991266375548]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"807","4","277","{""data"": [[28.06034482758621, 41.40611353711785]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"808","4","277","{""data"": [[525.0000000000001, 200.05240174672485]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"809","4","277","{""data"": [[1002.9310344827588, 45.07423580786019]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"810","4","278","{""data"": [[75.40086206896551, 60.08908296943234]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"811","4","278","{""data"": [[209.58362068965516, 90.33275109170307]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"812","4","278","{""data"": [[321.6077586206896, 73.80786026200876]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"813","4","279","{""data"": [[70.60344827586208, 17.556768558951944]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"814","4","279","{""data"": [[501.4655172413794, 222.97161572052403]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"815","4","279","{""data"": [[1015.603448275862, 10.220524017467255]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"816","4","280","{""data"": [[69.60668585230485, 341.7049180327869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"817","4","280","{""data"": [[534.0851533994553, 421.0909090909091]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"818","4","280","{""data"": [[944.052700549874, 341.7049180327869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"819","4","281","{""data"": [[38.92241379310345, 146.39737991266375]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"820","4","281","{""data"": [[537.6724137931036, 294.0393013100437]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"821","4","281","{""data"": [[991.1637931034484, 129.89082969432314]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"822","4","282","{""data"": [[31.681034482758623, 130.80786026200872]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"823","4","282","{""data"": [[526.8103448275863, 156.48471615720524]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"824","4","282","{""data"": [[1007.4568965517242, 100.54585152838428]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"825","4","283","{""data"": [[30.775862068965523, 29.528384279475983]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"826","4","283","{""data"": [[530.4310344827586, 256.9519650655022]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"827","4","283","{""data"": [[1017.4137931034484, 24.02620087336244]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"828","4","284","{""data"": [[74.22413793103449, 75.88427947598254]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"829","4","284","{""data"": [[558.4913793103449, 253.78820960698695]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"830","4","284","{""data"": [[906.9827586206898, 114.39956331877733]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"831","4","285","{""data"": [[22.629310344827587, 31.23362445414847]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"832","4","285","{""data"": [[527.7155172413794, 132.1069868995633]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"833","4","285","{""data"": [[1017.4137931034484, 11.05895196506549]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"834","4","286","{""data"": [[26.37083097795366, 52.16095380029806]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"835","4","286","{""data"": [[343.38031245182174, 169.150521609538]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"836","4","286","{""data"": [[672.1581273446734, 84.2026825633383]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"837","4","287","{""data"": [[66.07758620689656, 23.076419213973793]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"838","4","287","{""data"": [[505.0862068965518, 177.13755458515288]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"839","4","287","{""data"": [[1032.8017241379312, 21.24235807860262]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"840","4","288","{""data"": [[36.20689655172414, 49.58078602620088]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"841","4","288","{""data"": [[553.9655172413794, 161.4585152838428]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"842","4","288","{""data"": [[977.586206896552, 35.82532751091702]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"843","4","289","{""data"": [[17.70983221131611, 101.40089418777944]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"844","4","289","{""data"": [[315.595771879336, 170.2086438152012]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"845","4","289","{""data"": [[574.1607675111774, 118.90461997019374]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"846","4","290","{""data"": [[259.32987306644736, 282.71236959761546]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"847","4","290","{""data"": [[442.62166606711537, 312.9657228017884]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"848","4","290","{""data"": [[1014.1213577265016, 258.7183308494784]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"849","4","291","{""data"": [[262.41906058893056, 264.97764530551416]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"850","4","291","{""data"": [[522.9405416516778, 341.1326378539493]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"851","4","291","{""data"": [[786.5512102369083, 277.49627421758566]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"852","4","292","{""data"": [[19.91379310344828, 230.764192139738]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"853","4","292","{""data"": [[547.6293103448277, 259.1921397379913]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"854","4","292","{""data"": [[1026.4655172413793, 236.26637554585153]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"855","4","293","{""data"": [[36.29053394316256, 353.65126676602085]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"856","4","293","{""data"": [[486.60139909553425, 465.6408345752608]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"857","4","293","{""data"": [[1010.2186841564314, 358.3666169895678]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"858","4","294","{""data"": [[244.91366462819263, 152.30998509687032]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"859","4","294","{""data"": [[448.8000411120818, 413.11475409836066]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"860","4","294","{""data"": [[957.4862531476437, 205.51415797317435]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"861","4","295","{""data"": [[61.551724137931046, 13.471615720523973]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"862","4","295","{""data"": [[516.8534482758621, 241.81222707423575]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"863","4","295","{""data"": [[1005.646551724138, 12.5545851528384]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"864","4","296","{""data"": [[34.39655172413793, 9.069868995633186]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"865","4","296","{""data"": [[512.3275862068966, 165.88209606986902]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"866","4","296","{""data"": [[1023.75, 14.572052401746731]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"867","4","298","{""data"": [[83.27586206896552, 289.4541484716157]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"868","4","298","{""data"": [[484.2672413793103, 384.8253275109171]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"869","4","298","{""data"": [[1027.3706896551726, 250.93886462882097]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"870","4","299","{""data"": [[76.9396551724138, 169.4213973799127]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"871","4","299","{""data"": [[510.5172413793103, 176.7576419213974]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"872","4","299","{""data"": [[889.7844827586208, 79.55240174672491]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"873","4","300","{""data"": [[58.83620689655173, 95.32532751091702]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"874","4","300","{""data"": [[500.5603448275862, 207.20305676855895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"875","4","300","{""data"": [[1028.2758620689656, 104.49563318777294]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"876","4","301","{""data"": [[81.46551724137932, 143.73144104803492]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"877","4","301","{""data"": [[507.80172413793105, 395.9148471615721]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"878","4","301","{""data"": [[963.1034482758624, 157.4868995633188]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"879","4","302","{""data"": [[47.06896551724138, 195.0982532751092]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"880","4","302","{""data"": [[534.9568965517242, 242.78384279475983]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"881","4","302","{""data"": [[880.7327586206898, 184.09388646288212]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"882","4","303","{""data"": [[47.97413793103449, 20.960698689956303]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"883","4","303","{""data"": [[513.2327586206897, 197.94759825327515]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"884","4","303","{""data"": [[1021.0344827586208, 10.873362445414829]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"885","4","304","{""data"": [[378.77845726912994, 257.6751117734724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"886","4","304","{""data"": [[667.1026260342258, 384.9478390461997]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"887","4","304","{""data"": [[936.8916696644226, 312.9657228017884]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"888","4","305","{""data"": [[27.973275862068967, 76.55589519650653]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"889","4","305","{""data"": [[440.7681034482759, 212.89301310043663]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"890","4","305","{""data"": [[848.2706896551723, 75.7899563318777]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"891","4","306","{""data"": [[8.586206896551722, 19.237554585152836]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"892","4","306","{""data"": [[252.00517241379308, 72.73449781659386]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"893","4","306","{""data"": [[464.94310344827574, 24.021834061135365]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"894","4","307","{""data"": [[4.655172413793104, 173.14410480349346]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"895","4","307","{""data"": [[813.103448275862, 336.6375545851528]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"896","4","307","{""data"": [[1699.1379310344828, 91.39737991266378]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"897","4","308","{""data"": [[32.58620689655173, 48.37336244541486]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"898","4","308","{""data"": [[515.0431034482759, 228.11135371179043]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"899","4","308","{""data"": [[1022.8448275862072, 46.53930131004368]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"900","4","309","{""data"": [[13.577586206896552, 15.174672489082951]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"901","4","309","{""data"": [[524.0948275862069, 121.55021834061134]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"902","4","309","{""data"": [[1026.4655172413793, 39.017467248908275]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"903","4","310","{""data"": [[45.14620484094762, 179.43368107302533]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"904","4","310","{""data"": [[543.535125134899, 292.10134128166914]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"905","4","310","{""data"": [[986.3186700241532, 167.95827123695975]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"906","4","311","{""data"": [[13.541379310344826, 90.95371179039302]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"907","4","311","{""data"": [[329.9172413793103, 107.79039301310044]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"908","4","311","{""data"": [[696.15, 112.15545851528388]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"909","4","312","{""data"": [[41.63793103448276, 11.65065502183404]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"910","4","312","{""data"": [[515.9482758620691, 174.882096069869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"911","4","312","{""data"": [[997.5, 50.1659388646288]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"912","4","313","{""data"": [[38.7662970861813, 194.4769001490313]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"913","4","313","{""data"": [[548.2042114188808, 367.5827123695976]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"914","4","313","{""data"": [[1000.6863340870548, 192.3397913561848]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"915","4","314","{""data"": [[68.79310344827586, 35.72707423580789]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"916","4","314","{""data"": [[599.2241379310345, 239.3078602620088]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"917","4","314","{""data"": [[985.7327586206898, 21.971615720524028]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"918","4","315","{""data"": [[20.81896551724138, 17.148471615720524]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"919","4","315","{""data"": [[510.5172413793103, 220.72925764192144]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"920","4","315","{""data"": [[1011.0775862068969, 14.397379912663752]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"921","4","316","{""data"": [[21.45770594583483, 147.54098360655738]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"922","4","316","{""data"": [[328.90541651677887, 213.11475409836063]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"923","4","316","{""data"": [[695.9303150213269, 108.04769001490313]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"924","4","317","{""data"": [[69.69827586206898, 25.99563318777288]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"925","4","317","{""data"": [[573.8793103448277, 247]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"926","4","317","{""data"": [[995.6896551724138, 46.17030567685583]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"927","4","318","{""data"": [[54.86684824502792, 226.75409836065575]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"928","4","318","{""data"": [[518.5744899532349, 402.5156482861401]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"929","4","318","{""data"": [[980.1402949791868, 222.41430700447097]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"930","4","319","{""data"": [[56.12068965517242, 20.39737991266375]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"931","4","319","{""data"": [[505.9913793103449, 174.4585152838428]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
